STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1595,MN,Minnesota,4,n/a,,,Scattered,Scattered,,W,,,,,229,"0,09%",,,,,,
1596,MN,Minnesota,4,n/a,,,,,District Votes:,,,,,,"241,637",,,,,,,
1597,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1598,MN,Minnesota,5,H6MN05183,(I),Keith,Ellison,"Ellison, Keith",,DFL,Unopposed,,,,"167,079","70,79%",,,,,W,
1599,MN,Minnesota,5,H4MN05071,,Doug,Daggett,"Daggett, Doug",,R,Unopposed,,,,"56,577","23,97%",,,,,,
1600,MN,Minnesota,5,H4MN05089,,Lee,Bauer,"Bauer, Lee",,IDP,Unopposed,,,,"12,001","5,08%",,,,,,
1601,MN,Minnesota,5,n/a,,,Scattered,Scattered,,W,,,,,353,"0,15%",,,,,,
1602,MN,Minnesota,5,n/a,,,,,District Votes:,,,,,,"236,01",,,,,,,
1603,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1604,MN,Minnesota,6,H4MN06087 ,,Tom,Emmer,"Emmer, Tom",,R,"19,557","73,30%",,,"133,328","56,29%",,,,,W,
1605,MN,Minnesota,6,H4MN06103,,Rhonda,Sivarajah,"Sivarajah, Rhonda",,R,"7,125","26,70%",,,,,,,,,,
1606,MN,Minnesota,6,n/a,,,,,Party Votes:,R,"26,682",,,,,,,,,,,
1607,MN,Minnesota,6,H4MN06129 ,,Joe,Perske,"Perske, Joe",,DFL,"10,07","100,00%",,,"90,926","38,39%",,,,,,
1608,MN,Minnesota,6,n/a,,,,,Party Votes:,DFL,"10,07",,,,,,,,,,,
1609,MN,Minnesota,6,H4MN06137,,John,Denney,"Denney, John",,IDP,467,"100,00%",,,"12,457","5,26%",,,,,,
1610,MN,Minnesota,6,n/a,,,,,Party Votes:,IDP,467,,,,,,,,,,,
1611,MN,Minnesota,6,n/a,,,Scattered,Scattered,,W,,,,,135,"0,06%",,,,,,
1612,MN,Minnesota,6,n/a,,,,,District Votes:,,"37,219",,,,"236,846",,,,,,,
1613,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1614,MN,Minnesota,7,H2MN07014,(I),Collin C.,Peterson,"Peterson, Collin C.",,DFL,Unopposed,,,,"130,546","54,21%",,,,,W,
1615,MN,Minnesota,7,H4MN07077 ,,Torrey,Westrom,"Westrom, Torrey",,R,Unopposed,,,,"109,955","45,66%",,,,,,
1616,MN,Minnesota,7,n/a,,,Scattered,Scattered,,W,,,,,334,"0,14%",,,,,,
1617,MN,Minnesota,7,n/a,,,,,District Votes:,,,,,,"240,835",,,,,,,
1618,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1619,MN,Minnesota,8,H2MN08111 ,(I),Rick,Nolan,"Nolan, Rick",,DFL,Unopposed,,,,"129,09","48,51%",,,,,W,
1620,MN,Minnesota,8,H4MN08083 ,,Stewart,Mills,"Mills, Stewart",,R,Unopposed,,,,"125,358","47,11%",,,,,,
1621,MN,Minnesota,8,H4MN08091,,Ray Skip,Sandman,"Sandman, Ray Skip",,GRE,,,,,"11,45","4,30%",,,,,,
1622,MN,Minnesota,8,n/a,,,Scattered,Scattered,,W,,,,,185,"0,07%",,,,,,
1623,MN,Minnesota,8,n/a,,,,,District Votes:,,,,,,"266,083",,,,,,,
1624,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1625,MN,Minnesota,H,n/a,,,,,Total State Votes:,,"114,5",,,,1.963.539,,,,,,,
1626,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1627,,,,n/a,,,,,,,,,,,,,,,,,,
1628,MS,Mississippi,1,H0MS01043,(I),Alan,Nunnelee,"Nunnelee, Alan",,R,"56,55","100,00%",,,"102,622","67,91%",,,,,W,
1629,MS,Mississippi,1,n/a,,,,,Party Votes:,R,"56,55",,,,,,,,,,,
1630,MS,Mississippi,1,H4MS01110,,Ron E. ,Dickey,"Dickey, Ron E. ",,D,"9,741","65,98%",,,"43,713","28,93%",,,,,,
1631,MS,Mississippi,1,H2MS01031,,Rex N.,Weathers,"Weathers, Rex N.",,D,"5,022","34,02%",,,,,,,,,,
1632,MS,Mississippi,1,n/a,,,,,Party Votes:,D,"14,763",,,,,,,,,,,
1633,MS,Mississippi,1,H2MS01114,,Danny,Bedwell,"Bedwell, Danny",,LIB,Unopposed,,,,"3,83","2,53%",,,,,,
1634,MS,Mississippi,1,H4MS01128,,Lajena,Walley,"Walley, Lajena",,REF,Unopposed,,,,946,"0,63%",,,,,,
1635,MS,Mississippi,1,n/a,,,,,District Votes:,,"71,313",,,,"151,111",,,,,,,
1636,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1637,MS,Mississippi,2,H4MS02068,(I),Bennie G.,Thompson,"Thompson, Bennie G.",,D,"41,618","95,72%",,,"100,688","67,74%",,,,,W,
1638,MS,Mississippi,2,H4MS02175,,Damien,Fairconetue,"Fairconetue, Damien",,D,"1,86","4,28%",,,,,,,,,,
1639,MS,Mississippi,2,n/a,,,,,Party Votes:,D,"43,478",,,,,,,,,,,
1640,MS,Mississippi,2,H4MS02183,,Troy,Ray,"Ray, Troy",,IND,,,,,"36,465","24,53%",,,,,,
1641,MS,Mississippi,2,H4MS02191,,Shelley,Shoemake,,,REF,Unopposed,,,,"11,493","7,73%",,,,,,
1642,MS,Mississippi,2,n/a,,,,,District Votes:,,"43,478",,,,"148,646",,,,,,,
1643,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1644,MS,Mississippi,3,H8MS03067,(I),Gregg,Harper,"Harper, Gregg",,R,"85,674","92,19%",,,"117,771","68,89%",,,,,W,
1645,MS,Mississippi,3,H4MS02043,,Hardy,Caraway,"Caraway, Hardy",,R,"7,258","7,81%",,,,,,,,,,
1646,MS,Mississippi,3,n/a,,,,,Party Votes:,R,"92,932",,,,,,,,,,,
1647,MS,Mississippi,3,H4MS00013,,Douglas MacArthur (Doug),Magee,"Magee, Douglas MacArthur (Doug)",,D,"7,738","48,22%","4,925","52,47%","47,744","27,93%",,,,,,
1648,MS,Mississippi,3,H4MS03041,,Dennis C. ,Quinn,"Quinn, Dennis C. ",,D,"5,82","36,27%","4,462","47,53%",,,,,,,,
1649,MS,Mississippi,3,H4MS03033,,Jim,Liljeberg,"Liljeberg, Jim",,D,"2,49","15,52%",,,,,,,,,,
1650,MS,Mississippi,3,n/a,,,,,Party Votes:,D,"16,048",,"9,387",,,,,,,,,
1651,MS,Mississippi,3,H4MS03058,,Roger,Gerrard,"Gerrard, Roger",,IND,,,,,"3,89","2,28%",,,,,,
1652,MS,Mississippi,3,H4MS01102,,Barbara Dale,Washer,"Washer, Barbara Dale",,REF,Unopposed,,,,"1,541","0,90%",,,,,,
1653,MS,Mississippi,3,n/a,,,,,District Votes:,,"108,98",,"9,387",,"170,946",,,,,,,
1654,MS,Mississippi,3,n/a,,,,,,,,,,,,,,,,,,
1655,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1656,MS,Mississippi,4,H0MS04120,(I),Steven McCarty,Palazzo,"Palazzo, Steven McCarty",,R,"54,268","50,53%",,,"108,776","69,92%",,,,,W,
1657,MS,Mississippi,4,H4MS04130,,Gene,Taylor,"Taylor, Gene",,R,"46,133","42,96%",,,,,,,,,,
1658,MS,Mississippi,4,H4MS04122,,Tom ,Carter,"Carter, Tom ",,R,"4,955","4,61%",,,,,,,,,,
1659,MS,Mississippi,4,H4MS04098,,Tavish C.,Kelly,,,R,"1,129","1,05%",,,,,,,,,,
1660,MS,Mississippi,4,H2MS04175,,Ron ,Vincent,"Vincent, Ron ",,R,904,"0,84%",,,,,,,,,,
1661,MS,Mississippi,4,n/a,,,,,Party Votes:,R,"107,389",,,,,,,,,,,
1662,MS,Mississippi,4,H2MS04225,,Matt,Moore,"Moore, Matt",,D,"6,355","55,66%",,,"37,869","24,34%",,,,,,
1663,MS,Mississippi,4,H4MS04114,,Trish,Causey,,,D,"5,063","44,34%",,,,,,,,,,
1664,MS,Mississippi,4,n/a,,,,,Party Votes:,D,"11,418",,,,,,,,,,,
1665,MS,Mississippi,4,H2MS04209,,Cindy,Burleson,,,IND,,,,,"3,684","2,37%",,,,,,
1666,MS,Mississippi,4,H4MS04148,,Joey,Robinson,"Robinson, Joey",,LIB,Unopposed,,,,"3,473","2,23%",,,,,,
1667,MS,Mississippi,4,H4MS04155,,Eli,Jackson,"Jackson, Eli",,REF,Unopposed,,,,917,"0,59%",,,,,,
1668,MS,Mississippi,4,H4MS04106,,Ed,Reich,"Reich, Ed",,IND,,,,,857,"0,55%",,,,,,
1669,MS,Mississippi,4,n/a,,,,,District Votes:,,"118,807",,,,"155,576",,,,,,,
1670,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1671,MS,Mississippi,H,n/a,,,,,Total State Votes:,,"342,578",,"9,387",,"626,279",,,,,,,
1672,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1673,,,,n/a,,,,,,,,,,,,,,,,,,
1674,MO,Missouri,1,H0MO01066 ,(I),Lacy ,Clay,"Clay, Lacy ",,D,"69,65","100,00%",,,"119,315","72,98%",,,,,W,
1675,MO,Missouri,1,n/a,,,,,Party Votes:,D,"69,65",,,,,,,,,,,
1676,MO,Missouri,1,H4MO01118,,Daniel J.,Elder,"Elder, Daniel J.",,R,"4,196","39,26%",,,"35,273","21,57%",,,,,,
1677,MO,Missouri,1,H0MO01140,,Martin D.,Baker,"Baker, Martin D.",,R,"3,659","34,23%",,,,,,,,,,
1678,MO,Missouri,1,H4MO01126,,David,Koehr,"Koehr, David",,R,"2,833","26,51%",,,,,,,,,,
1679,MO,Missouri,1,n/a,,,,,Party Votes:,R,"10,688",,,,,,,,,,,
1680,MO,Missouri,1,H6MO01246,,Robb E.,Cunningham,,,LIB,465,"100,00%",,,"8,906","5,45%",,,,,,
1681,MO,Missouri,1,n/a,,,,,Party Votes:,LIB,465,,,,,,,,,,,
1682,MO,Missouri,1,n/a,,,,,District Votes:,,"80,803",,,,"163,494",,,,,,,
1683,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1684,MO,Missouri,2,H2MO02102,(I),Ann,Wagner,"Wagner, Ann",,R,"55,322","100,00%",,,"148,191","64,12%",,,,,W,
1685,MO,Missouri,2,n/a,,,,,Party Votes:,R,"55,322",,,,,,,,,,,
1686,MO,Missouri,2,H0MO02213,,Arthur ,Lieber,,,D,"54,557","100,00%",,,"75,384","32,62%",,,,,,
1687,MO,Missouri,2,n/a,,,,,Party Votes:,D,"54,557",,,,,,,,,,,
1688,MO,Missouri,2,H2MO02151,,Bill,Slantz,"Slantz, Bill",,LIB,720,"100,00%",,,"7,542","3,26%",,,,,,
1689,MO,Missouri,2,n/a,,,,,Party Votes:,LIB,720,,,,,,,,,,,
1690,MO,Missouri,2,n/a,,,,,District Votes:,,"110,599",,,,"231,117",,,,,,,
1691,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1692,MO,Missouri,3,H8MO09153 ,(I),Blaine,Luetkemeyer,"Luetkemeyer, Blaine",,R,"71,03","79,46%",,,"130,94","68,33%",,,,,W,
1693,MO,Missouri,3,H4MO03205,,John ,Morris,"Morris, John ",,R,"9,786","10,95%",,,,,,,,,,
1694,MO,Missouri,3,H0MO04151,,Leonard ,Steinman,"Steinman, Leonard ",,R,"8,58","9,60%",,,,,,,,,,
1695,MO,Missouri,3,n/a,,,,,Party Votes:,R,"89,396",,,,,,,,,,,
1696,MO,Missouri,3,H4MO03171,,Courtney ,Denton,,,D,"15,987","57,15%",,,"52,021","27,15%",,,,,,
1697,MO,Missouri,3,H4MO03189,,Velma,Steinman,"Steinman, Velma",,D,"11,988","42,85%",,,,,,,,,,
1698,MO,Missouri,3,n/a,,,,,Party Votes:,D,"27,975",,,,,,,,,,,
1699,MO,Missouri,3,H0MO03179,,Steven,Hedrick,"Hedrick, Steven",,LIB,774,"100,00%",,,"8,593","4,48%",,,,,,
1700,MO,Missouri,3,n/a,,,,,Party Votes:,LIB,774,,,,,,,,,,,
1701,MO,Missouri,3,H0MO04151,,Harold,Davis,"Davis, Harold",,W,,,,,66,"0,03%",,,,,,
1702,MO,Missouri,3,n/a,,,,,District Votes:,,"118,145",,,,"191,62",,,,,,,
1703,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1704,MO,Missouri,4,H0MO04086 ,(I),Vicky ,Hartzler,"Hartzler, Vicky ",,R,"65,404","74,72%",,,"120,014","68,08%",,,,,W,
1705,MO,Missouri,4,H4MO04138,,John ,Webb,"Webb, John ",,R,"22,131","25,28%",,,,,,,,,,
1706,MO,Missouri,4,n/a,,,,,Party Votes:,R,"87,535",,,,,,,,,,,
1707,MO,Missouri,4,H4MO04120,,Nate ,Irvin,,,D,"26,831","100,00%",,,"46,464","26,36%",,,,,,
1708,MO,Missouri,4,n/a,,,,,Party Votes:,D,"26,831",,,,,,,,,,,
1709,MO,Missouri,4,H2MO04116,,Herschel L.,Young,"Young, Herschel L.",,LIB,567,"52,99%",,,"9,793","5,56%",,,,,,
1710,MO,Missouri,4,H6MO05197,,Randall (Randy),Langkraehr,"Langkraehr, Randall (Randy)",,LIB,503,"47,01%",,,,,,,,,,
1711,MO,Missouri,4,n/a,,,,,Party Votes:,LIB,"1,07",,,,,,,,,,,
1712,MO,Missouri,4,H0MO04151,,Gregory A.,Cowan,"Cowan, Gregory A.",,W,,,,,15,"0,01%",,,,,,
1713,MO,Missouri,4,n/a,,,,,District Votes:,,"115,436",,,,"176,286",,,,,,,
1714,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1715,MO,Missouri,5,H4MO05234 ,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,D,"44,296","82,04%",,,"79,256","51,59%",,,,,W,
1716,MO,Missouri,5,H4MO05317,,Mark S.,Memoly,"Memoly, Mark S.",,D,"2,988","5,53%",,,,,,,,,,
1717,MO,Missouri,5,H0MO05083,,Charles,Lindsey,,,D,"2,687","4,98%",,,,,,,,,,
1718,MO,Missouri,5,H4MO00011 ,,Eric,Holmes,"Holmes, Eric",,D,"2,584","4,79%",,,,,,,,,,
1719,MO,Missouri,5,H2MO06210,,Bob,Gough,"Gough, Bob",,D,"1,438","2,66%",,,,,,,,,,
1720,MO,Missouri,5,n/a,,,,,Party Votes:,D,"53,993",,,,,,,,,,,
1721,MO,Missouri,5,H6MO05189,,Jacob ,Turk,"Turk, Jacob ",,R,"24,615","68,59%",,,"69,071","44,96%",,,,,,
1722,MO,Missouri,5,H4MO05309 ,,Bill,Lindsey,,,R,"5,02","13,99%",,,,,,,,,,
1723,MO,Missouri,5,H2MO05352 ,,Michael,Burris,"Burris, Michael",,R,"4,797","13,37%",,,,,,,,,,
1724,MO,Missouri,5,H4MO05333,,Berton A.,Knox,,,R,"1,453","4,05%",,,,,,,,,,
1725,MO,Missouri,5,n/a,,,,,Party Votes:,R,"35,885",,,,,,,,,,,
1726,MO,Missouri,5,H4MO05341 ,,Roy,Welborn,,,LIB,813,"100,00%",,,"5,308","3,45%",,,,,,
1727,MO,Missouri,5,n/a,,,,,Party Votes:,LIB,813,,,,,,,,,,,
1728,MO,Missouri,5,n/a,,,,,District Votes:,,"90,691",,,,"153,635",,,,,,,
1729,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1730,MO,Missouri,6,H0MO06073 ,(I),Sam ,Graves,"Graves, Sam ",,R,"56,789","76,59%",,,"124,616","66,65%",,,,,W,
1731,MO,Missouri,6,H0MO06164,,Christopher,Ryan,,,R,"8,745","11,79%",,,,,,,,,,
1732,MO,Missouri,6,H4MO06091,,Kyle,Reid,,,R,"4,364","5,89%",,,,,,,,,,
1733,MO,Missouri,6,H4MO06067,,Brian L.,Tharp,,,R,"4,244","5,72%",,,,,,,,,,
1734,MO,Missouri,6,n/a,,,,,Party Votes:,R,"74,142",,,,,,,,,,,
1735,MO,Missouri,6,H2MO06202 ,,W.A. (Bill),Hedge,"Hedge, W.A. (Bill)",,D,"18,109","51,66%",,,"55,157","29,50%",,,,,,
1736,MO,Missouri,6,H4MO06083 ,,Edwards Dwayne,Fields,,,D,"9,706","27,69%",,,,,,,,,,
1737,MO,Missouri,6,H4MO06075 ,,Gary Lynn,Crose,"Crose, Gary Lynn",,D,"7,241","20,66%",,,,,,,,,,
1738,MO,Missouri,6,n/a,,,,,Party Votes:,D,"35,056",,,,,,,,,,,
1739,MO,Missouri,6,H2MO06228,,Russ,Monchil,"Monchil, Russ",,LIB,591,"100,00%",,,"7,197","3,85%",,,,,,
1740,MO,Missouri,6,n/a,,,,,Party Votes:,LIB,591,,,,,,,,,,,
1741,MO,Missouri,6,n/a,,,,,District Votes:,,"109,789",,,,"186,97",,,,,,,
1742,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1743,MO,Missouri,7,H0MO07113 ,(I),Billy,Long,"Long, Billy",,R,"55,505","62,36%",,,"104,054","63,46%",,,,,W,
1744,MO,Missouri,7,H0MO01165,,Marshall ,Works,"Works, Marshall ",,R,"33,498","37,64%",,,,,,,,,,
1745,MO,Missouri,7,n/a,,,,,Party Votes:,R,"89,003",,,,,,,,,,,
1746,MO,Missouri,7,H2MO07093 ,,Jim,Evans,"Evans, Jim",,D,"8,671","53,76%",,,"47,282","28,84%",,,,,,
1747,MO,Missouri,7,H4MO07131,,Genevieve,Williams,"Williams, Genevieve",,D,"7,457","46,24%",,,,,,,,,,
1748,MO,Missouri,7,n/a,,,,,Party Votes:,D,"16,128",,,,,,,,,,,
1749,MO,Missouri,7,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LIB,764,"100,00%",,,"12,584","7,68%",,,,,,
1750,MO,Missouri,7,n/a,,,,,Party Votes:,LIB,764,,,,,,,,,,,
1751,MO,Missouri,7,H0MO04151,,Nikolas,Bruce,"Bruce, Nikolas",,W,,,,,32,"0,02%",,,,,,
1752,MO,Missouri,7,H0MO04151,,John C.,Hagerty,"Hagerty, John C.",,W,,,,,3,"0,00%",,,,,,
1753,MO,Missouri,7,H0MO04151,,Martin,Lindstedt,"Lindstedt, Martin",,W,,,,,2,"0,00%",,,,,,
1754,MO,Missouri,7,n/a,,,,,District Votes:,,"105,895",,,,"163,957",,,,,,,
1755,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1756,MO,Missouri,8,H4MO08162 ,(I),Jason ,Smith,"Smith, Jason ",,R,"66,511","100,00%",,,"106,124","66,65%",,,,,W,
1757,MO,Missouri,8,n/a,,,,,Party Votes:,R,"66,511",,,,,,,,,,,
1758,MO,Missouri,8,H4MO08212,,Barbara,Stocker,"Stocker, Barbara",,D,"28,303","100,00%",,,"38,721","24,32%",,,,,,
1759,MO,Missouri,8,n/a,,,,,Party Votes:,D,"28,303",,,,,,,,,,,
1760,MO,Missouri,8,H4MO08220,,Terry,Hampton,"Hampton, Terry",,IND,,,,,"6,821","4,28%",,,,,,
1761,MO,Missouri,8,H4MO08188,,Doug,Enyart,,,CON,368,"100,00%",,,"3,799","2,39%",,,,,,
1762,MO,Missouri,8,n/a,,,,,Party Votes:,CON,368,,,,,,,,,,,
1763,MO,Missouri,8,H0MO08277,,Rick ,Vandeven,"Vandeven, Rick ",,LIB,462,"100,00%",,,"3,759","2,36%",,,,,,
1764,MO,Missouri,8,n/a,,,,,Party Votes:,LIB,462,,,,,,,,,,,
1765,MO,Missouri,8,n/a,,,,,District Votes:,,"95,644",,,,"159,224",,,,,,,
1766,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1767,MO,Missouri,H,n/a,,,,,Total State Votes:,,"827,002",,,,1.426.303,,,,,,,
1768,,,,n/a,,,,,,,,,,,,,,,,,,
1769,MT,Montana,0,H4MT01041,,Ryan,Zinke,"Zinke, Ryan",,R,"43,766","33,25%",,,"203,871","55,41%",,,,,W,
1770,MT,Montana,0,H4MT01033,,Corey ,Stapleton,"Stapleton, Corey ",,R,"38,591","29,32%",,,,,,,,,,
1771,MT,Montana,0,H4MT00050,,Matt,Rosendale,"Rosendale, Matt",,R,"37,965","28,84%",,,,,,,,,,
1772,MT,Montana,0,H4MT01058,,Elsie,Arntzen,"Arntzen, Elsie",,R,"9,011","6,85%",,,,,,,,,,
1773,MT,Montana,0,H4MT00084,,Drew,Turiano,"Turiano, Drew",,R,"2,29","1,74%",,,,,,,,,,
1774,MT,Montana,0,n/a,,,,,Party Votes:,R,"131,623",,,,,,,,,,,
1775,MT,Montana,0,H4MT00068,,John ,Lewis,,,D,"42,588","59,84%",,,"148,69","40,41%",,,,,,
1776,MT,Montana,0,H8MT00051,,John ,Driscoll,,,D,"28,58","40,16%",,,,,,,,,,
1777,MT,Montana,0,n/a,,,,,Party Votes:,D,"71,168",,,,,,,,,,,
1778,MT,Montana,0,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LIB,Unopposed,,,,"15,402","4,19%",,,,,,
1779,MT,Montana,0,n/a,,,,,District Votes:,,"202,791",,,,"367,963",,,,,,,
1780,MT,Montana,H,n/a,,,,,Total State Votes:,,"202,791",,,,"367,963",,,,,,,
1781,,,,n/a,,,,,,,,,,,,,,,,,,
1782,NE,Nebraska,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,R,"61,171","86,60%",,,"123,219","68,82%",,,,,W,
1783,NE,Nebraska,1,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,R,"5,357","7,58%",,,,,,,,,,
1784,NE,Nebraska,1,H0NE03191 ,,Dennis L.,Parker,"Parker, Dennis L.",,R,"4,11","5,82%",,,,,,,,,,
1785,NE,Nebraska,1,n/a,,,,,Party Votes:,R,"70,638",,,,,,,,,,,
1786,NE,Nebraska,1,H4NE01163,,Dennis P.,Crawford,"Crawford, Dennis P.",,D,"23,336","100,00%",,,"55,838","31,18%",,,,,,
1787,NE,Nebraska,1,n/a,,,,,Party Votes:,D,"23,336",,,,,,,,,,,
1788,NE,Nebraska,1,H4NE01163,,Dennis P.,Crawford,,,N(D),804,"100,00%",,,,,,,,,,
1789,NE,Nebraska,1,n/a,,,,,Party Votes:,N(D),804,,,,,,,,,,,
1790,NE,Nebraska,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(R),"2,502","74,82%",,,,,,,,,,
1791,NE,Nebraska,1,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,N(R),545,"16,30%",,,,,,,,,,
1792,NE,Nebraska,1,H0NE03191 ,,Dennis L.,Parker,"Parker, Dennis L.",,N(R),297,"8,88%",,,,,,,,,,
1793,NE,Nebraska,1,n/a,,,,,Party Votes:,N(R),"3,344",,,,,,,,,,,
1794,NE,Nebraska,1,n/a,,,,,District Votes:,,"98,122",,,,"179,057",,,,,,,
1795,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1796,NE,Nebraska,2,H4NE02054,,Brad ,Ashford,"Ashford, Brad ",,D,"16,571","81,49%",,,"83,872","48,90%",,,,,W,
1797,NE,Nebraska,2,H2NE02116,,Mark ,Aupperle,"Aupperle, Mark ",,D,"3,764","18,51%",,,,,,,,,,
1798,NE,Nebraska,2,n/a,,,,,Party Votes:,D,"20,335",,,,,,,,,,,
1799,NE,Nebraska,2,H8NE02139 ,(I),Lee,Terry,"Terry, Lee",,R,"25,169","53,41%",,,"78,157","45,57%",,,,,,
1800,NE,Nebraska,2,H4NE02096 ,,Dan,Frei,,,R,"21,959","46,59%",,,,,,,,,,
1801,NE,Nebraska,2,n/a,,,,,Party Votes:,R,"47,128",,,,,,,,,,,
1802,NE,Nebraska,2,H8NE02204,,Steven,Laird,"Laird, Steven",,LIB,67,"60,91%",,,"9,021","5,26%",,,,,,
1803,NE,Nebraska,2,H4NE02104 ,,Andy ,Shambaugh,"Shambaugh, Andy ",,LIB,43,"39,09%",,,,,,,,,,
1804,NE,Nebraska,2,n/a,,,,,Party Votes:,LIB,110,,,,,,,,,,,
1805,NE,Nebraska,2,H4NE02054,,Brad ,Ashford,"Ashford, Brad ",,N(D),418,"79,47%",,,,,,,,,,
1806,NE,Nebraska,2,H2NE02116,,Mark ,Aupperle,"Aupperle, Mark ",,N(D),108,"20,53%",,,,,,,,,,
1807,NE,Nebraska,2,n/a,,,,,Party Votes:,N(D),526,,,,,,,,,,,
1808,NE,Nebraska,2,H8NE02204,,Steven,Laird,"Laird, Steven",,N(LIB),10,"50,00%",,,,,,,,,,
1809,NE,Nebraska,2,H4NE02104 ,,Andy ,Shambaugh,"Shambaugh, Andy ",,N(LIB),10,"50,00%",,,,,,,,,,
1810,NE,Nebraska,2,n/a,,,,,Party Votes:,N(LIB),20,,,,,,,,,,,
1811,NE,Nebraska,2,H4NE02096 ,,Dan,Frei,,,N(R),"1,101","63,13%",,,,,,,,,,
1812,NE,Nebraska,2,H8NE02139 ,(I),Lee,Terry,"Terry, Lee",,N(R),643,"36,87%",,,,,,,,,,
1813,NE,Nebraska,2,n/a,,,,,Party Votes:,N(R),"1,744",,,,,,,,,,,
1814,NE,Nebraska,2,H0NE03191 ,,,Scattered,Scattered,,W,,,,,459,"0,27%",,,,,,
1815,NE,Nebraska,2,n/a,,,,,District Votes:,,"69,863",,,,"171,509",,,,,,,
1816,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1817,NE,Nebraska,3,H6NE03115 ,(I),Adrian,Smith,"Smith, Adrian",,R,"66,586","68,24%",,,"139,44","75,39%",,,,,W,
1818,NE,Nebraska,3,H4NE03060,,Tom,Brewer,"Brewer, Tom",,R,"30,996","31,76%",,,,,,,,,,
1819,NE,Nebraska,3,n/a,,,,,Party Votes:,R,"97,582",,,,,,,,,,,
1820,NE,Nebraska,3,H2NE03023,,Mark ,Sullivan,"Sullivan, Mark ",,D,"19,936","100,00%",,,"45,524","24,61%",,,,,,
1821,NE,Nebraska,3,n/a,,,,,Party Votes:,D,"19,936",,,,,,,,,,,
1822,NE,Nebraska,3,H2NE03023,,Mark ,Sullivan,,,N(D),133,"100,00%",,,,,,,,,,
1823,NE,Nebraska,3,n/a,,,,,Party Votes:,N(D),133,,,,,,,,,,,
1824,NE,Nebraska,3,H6NE03115 ,(I),Adrian,Smith,,,N(R),527,"52,86%",,,,,,,,,,
1825,NE,Nebraska,3,H4NE03060,,Tom,Brewer,,,N(R),470,"47,14%",,,,,,,,,,
1826,NE,Nebraska,3,n/a,,,,,Party Votes:,N(R),997,,,,,,,,,,,
1827,NE,Nebraska,3,n/a,,,,,District Votes:,,"118,648",,,,"184,964",,,,,,,
1828,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1829,NE,Nebraska,H,n/a,,,,,Total State Votes:,,"286,633",,,,"535,53",,,,,,,
1830,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1831,,,,n/a,,,,,,,,,,,,,,,,,,
1832,NV,Nevada,1,H8NV03036 ,(I),Dina,Titus,"Titus, Dina",,D,"12,966","86,03%",,,"45,643","56,84%",,,,,W,
1833,NV,Nevada,1,H2NV01223,,Herbert Glenn,Peters,"Peters, Herbert Glenn",,D,"2,106","13,97%",,,,,,,,,,
1834,NV,Nevada,1,n/a,,,,,Party Votes:,D,"15,072",,,,,,,,,,,
1835,NV,Nevada,1,H4NV01153,,Annette,Teijeiro,"Teijeiro, Annette",,R,"6,083","54,66%",,,"30,413","37,87%",,,,,,
