S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,Game
10,17,28,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,200,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
6,11,15,22,27,37,5,15,18,26,38,3,11,17,25,32,0,4,11,19,194,183,168,218,191,154,349,334,316,290,252,449,438,638,613,581,781,777,766,747,real
5,17,26,35,7,11,16,23,26,37,3,6,13,21,28,35,39,2,9,18,195,295,269,234,334,323,307,284,258,221,418,412,399,378,350,315,276,376,367,349,real
12,20,31,2,10,19,30,30,30,30,30,30,30,20,27,37,7,15,23,26,188,188,157,557,557,538,538,528,518,508,498,488,478,478,451,414,714,699,676,650,fake
9,18,28,32,0,7,15,21,27,35,0,3,9,12,17,25,34,6,19,27,191,173,145,113,313,413,398,377,350,315,515,512,503,491,591,566,532,726,707,680,fake
12,20,29,34,38,10,14,20,30,30,30,30,30,18,25,33,5,14,25,32,188,188,159,125,87,287,273,273,273,263,253,243,233,215,190,390,585,571,546,514,fake
4,12,17,28,34,5,10,16,24,30,30,14,24,30,18,25,27,36,2,6,196,184,234,206,172,367,367,351,327,327,317,303,279,279,261,236,209,109,159,153,real
7,13,16,25,29,35,1,12,17,23,28,35,1,9,17,29,36,38,6,13,300,287,271,246,217,182,381,369,569,546,518,483,682,673,873,844,1044,1006,1200,1187,real
6,9,15,20,25,35,0,11,19,23,29,37,5,9,19,29,34,3,11,20,194,185,170,170,145,110,310,299,280,257,228,191,386,377,358,329,295,492,481,481,real
11,19,31,36,5,13,18,24,36,5,13,21,31,1,12,23,33,4,10,20,189,170,139,239,434,421,403,379,279,474,461,440,409,608,596,573,773,969,969,969,fake
12,19,27,31,1,12,22,26,34,1,9,12,20,29,35,4,13,24,35,3,188,169,142,111,310,298,498,472,438,637,628,616,616,587,552,748,735,711,676,873,real
7,13,20,26,32,34,39,6,9,12,17,25,34,0,7,9,16,24,33,2,250,237,237,211,179,145,106,300,291,279,329,304,270,470,370,361,345,321,521,571,real
5,11,19,25,30,30,30,22,24,29,34,37,7,19,25,32,38,8,16,24,195,184,165,140,140,130,120,220,196,167,133,96,196,177,152,120,82,274,258,234,real
3,12,21,23,31,37,4,9,15,18,26,35,3,10,16,27,35,2,11,18,197,185,164,141,110,73,269,260,245,227,201,166,363,363,347,320,285,685,674,656,real
9,15,24,34,4,11,17,29,36,3,13,21,24,32,3,11,13,21,24,31,191,176,152,118,314,303,503,474,674,871,858,837,813,781,978,967,954,933,909,878,fake
9,16,24,31,38,7,13,20,28,35,3,11,16,27,37,7,14,16,24,32,191,175,151,120,82,382,369,369,341,306,503,492,476,449,412,812,798,782,758,726,fake
6,15,24,31,38,7,11,16,22,25,31,2,11,16,19,23,30,30,30,30,194,179,155,124,86,186,175,159,259,234,203,503,492,476,457,434,434,424,414,404,real
8,16,22,29,32,37,2,7,18,23,29,0,5,9,18,26,36,2,8,14,192,176,376,347,315,278,578,678,660,637,608,808,803,794,776,750,950,1050,1042,1028,real
11,22,33,2,8,12,19,21,27,31,39,3,14,24,29,36,39,8,18,24,189,389,489,739,731,719,700,679,652,621,582,779,765,741,712,762,723,915,897,873,real
9,22,32,3,8,17,23,35,1,11,14,24,33,2,9,21,32,1,14,22,191,241,209,406,398,248,225,190,389,378,364,340,540,840,831,810,778,977,963,1063,fake
6,13,21,25,33,2,7,18,28,36,5,14,23,27,34,39,5,10,22,31,194,181,160,135,35,435,485,467,439,489,684,670,647,620,586,547,742,742,592,561,real
5,12,21,30,30,14,22,22,22,22,22,22,22,22,22,22,22,22,22,22,195,183,162,162,152,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
11,20,24,31,3,12,16,26,31,3,10,18,26,33,3,12,18,26,31,34,189,189,165,134,331,319,303,277,246,443,443,425,399,299,496,484,466,440,409,375,real
8,18,23,32,1,13,20,28,35,1,10,21,30,30,30,30,30,18,28,34,192,174,151,119,318,305,305,277,242,441,441,420,420,410,400,390,380,362,334,300,fake
9,21,31,38,8,16,24,30,16,25,34,0,8,18,29,39,4,16,21,33,191,170,139,101,293,277,253,253,237,212,178,378,370,352,323,284,480,464,443,543,fake
11,22,33,4,17,26,33,1,8,17,26,36,8,19,28,34,5,11,21,29,189,289,389,585,685,659,859,1058,1050,900,874,974,1166,1147,1119,1085,1280,1269,1248,1219,fake
5,9,12,18,23,29,34,37,7,12,22,28,39,3,12,18,22,30,30,30,195,186,174,156,133,104,70,33,283,271,171,143,104,301,289,271,321,321,311,301,real
7,18,27,39,2,9,14,20,26,32,38,8,15,25,27,38,7,13,22,28,250,232,205,166,466,457,443,443,417,385,347,539,524,499,472,434,534,521,571,543,real
4,11,15,23,28,37,2,8,14,25,32,38,7,15,25,29,35,4,13,23,196,185,170,147,119,82,182,174,160,135,103,65,115,100,75,46,11,207,194,171,real
8,15,20,30,30,22,30,30,30,20,27,35,7,17,26,37,3,11,19,26,192,177,177,177,167,367,367,357,347,347,320,285,585,485,459,422,619,608,589,563,fake
9,18,25,28,31,1,13,21,28,38,6,9,17,24,31,36,4,15,27,31,191,173,148,120,89,288,275,254,226,188,382,373,573,549,518,368,564,549,522,491,real
6,12,22,29,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,194,182,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
6,12,19,26,32,0,7,19,24,29,36,1,7,16,19,22,27,35,0,7,194,182,163,137,105,305,205,186,162,133,333,532,382,366,347,397,370,335,535,385,real
11,21,29,37,9,15,25,32,0,10,20,28,38,1,14,21,28,39,9,20,189,168,139,102,293,278,253,221,421,421,421,393,355,554,540,519,491,452,643,643,fake
5,13,23,36,0,6,18,25,36,5,15,26,38,7,15,26,34,3,11,20,195,182,159,359,559,553,535,510,610,805,790,764,726,1126,1111,1085,1051,1248,1237,1237,fake
6,12,21,30,30,30,30,30,30,30,30,30,30,30,30,30,18,27,27,27,194,182,161,161,151,141,131,121,111,101,91,81,71,61,51,41,23,0,0,0,real
11,13,20,22,30,30,14,22,30,30,20,27,31,1,9,14,17,23,34,5,189,176,176,76,76,66,52,152,152,142,142,115,84,283,274,260,110,87,53,248,fake
9,19,27,35,1,9,18,27,37,4,17,29,39,11,21,29,1,13,25,32,191,172,145,110,309,300,282,255,218,414,514,485,446,635,614,585,784,771,746,714,fake
7,10,20,30,22,24,33,38,9,13,20,31,1,9,14,26,32,37,4,9,250,250,250,250,300,276,476,438,629,616,616,585,784,775,761,735,703,666,862,853,real
8,17,26,38,6,16,23,28,32,39,9,17,25,34,36,3,14,24,32,37,192,292,266,228,422,406,383,355,323,284,475,675,650,616,816,1013,999,975,943,906,fake
6,12,24,32,39,8,19,27,37,9,13,20,29,35,1,6,16,21,28,35,194,182,158,126,87,279,260,233,196,387,374,374,345,310,509,503,487,466,438,403,real
8,11,18,27,34,3,13,19,26,35,0,8,12,16,22,34,2,7,14,23,192,181,163,136,102,299,286,267,241,206,406,398,386,370,470,436,536,586,572,549,real
11,18,28,35,0,5,8,12,20,23,33,3,12,22,28,38,8,16,20,31,189,171,143,108,308,303,295,283,283,260,310,507,495,595,567,529,721,705,705,674,real
8,17,23,28,32,38,4,8,14,20,29,33,1,10,22,31,36,0,8,15,192,242,219,191,159,121,317,309,295,295,266,316,515,515,615,584,684,884,876,861,real
6,9,12,16,23,30,30,30,14,20,31,38,9,17,24,33,0,3,9,13,194,185,173,157,134,134,124,114,100,100,69,31,222,272,248,298,498,495,486,473,real
7,17,22,28,38,6,11,23,31,34,0,10,17,25,33,2,12,19,29,35,100,300,200,172,134,328,317,294,263,229,429,429,329,304,354,604,592,573,544,509,fake
4,16,22,30,30,30,30,18,22,27,32,0,5,13,24,35,4,16,21,26,196,180,230,230,220,210,200,182,282,255,223,423,418,405,381,346,542,526,505,479,fake
4,13,20,33,2,13,23,30,20,22,33,1,9,17,26,33,38,5,15,26,196,183,183,83,183,170,147,147,147,347,397,596,587,687,661,861,823,1018,1003,977,fake
8,13,21,26,33,4,10,15,26,34,1,9,21,29,39,2,5,15,24,34,192,179,158,132,182,378,378,363,337,303,502,493,472,443,404,704,699,684,660,626,real
5,11,14,21,25,31,37,5,13,18,30,30,30,30,30,30,30,30,30,30,195,184,170,149,124,93,56,251,238,220,220,210,200,190,180,170,160,150,140,130,real
9,19,25,30,30,30,30,30,30,30,18,25,28,33,2,14,24,33,0,7,191,172,147,147,137,127,117,107,97,87,69,44,16,66,116,102,78,278,478,578,fake
8,15,27,35,39,6,13,19,27,35,39,8,16,25,30,30,30,30,30,30,192,177,150,115,76,270,257,238,211,176,137,329,313,288,288,278,268,258,248,238,fake
3,14,23,35,6,17,24,33,35,2,12,17,25,31,34,3,13,16,23,34,197,183,160,125,319,519,495,395,360,610,598,698,673,642,608,805,792,776,753,719,real
10,17,27,36,6,18,25,36,5,11,22,28,34,2,12,18,25,33,5,10,200,100,73,273,467,449,424,624,819,808,708,680,646,746,734,716,691,591,786,786,fake
5,16,23,31,38,4,13,16,23,29,1,5,14,21,31,0,10,15,22,33,195,179,156,125,87,283,270,254,231,202,401,396,382,361,330,530,530,515,715,615,real
4,10,22,31,0,9,20,30,30,30,30,30,30,30,30,30,16,23,34,0,196,196,96,65,265,256,256,256,246,236,226,216,206,196,186,176,160,137,103,303,fake
11,21,28,34,4,11,21,27,34,6,10,19,32,3,11,19,29,39,7,16,189,168,140,106,302,291,270,243,209,403,403,384,352,549,538,519,490,451,501,485,fake
9,16,29,1,10,15,20,29,35,7,14,24,32,0,9,18,28,37,4,13,191,175,146,345,345,330,330,301,266,566,552,528,496,696,687,669,641,604,800,787,fake
11,18,24,35,2,8,17,25,34,3,8,17,22,29,32,39,7,13,23,30,189,171,147,112,412,404,504,479,445,642,634,834,734,705,673,634,734,721,698,698,real
7,17,25,31,39,9,18,27,34,4,16,27,33,2,11,21,31,0,7,15,300,400,375,344,305,496,478,451,417,613,597,570,670,770,759,738,707,907,807,792,fake
6,14,20,28,34,0,10,21,27,31,34,2,11,17,23,29,1,5,10,12,194,180,180,152,118,318,318,297,270,239,205,305,294,394,371,342,541,536,536,524,real
9,18,23,33,36,4,12,18,26,33,37,5,11,14,22,30,30,30,30,20,191,173,150,350,550,746,734,716,690,890,853,1048,1037,1023,1223,1223,1213,1203,1193,1193,real
9,13,18,25,35,3,12,19,31,39,3,7,15,23,26,38,2,8,11,17,191,178,160,135,100,297,285,266,235,196,393,243,228,205,179,141,391,383,372,472,real
8,17,29,38,3,7,14,23,32,37,4,7,14,21,30,30,30,30,30,30,192,392,363,325,522,622,608,585,553,516,712,612,598,577,577,567,557,547,537,527,real
4,11,23,33,2,12,15,25,31,38,8,16,23,31,0,8,15,24,29,39,196,185,162,212,612,600,585,560,529,491,683,667,644,613,813,805,790,766,737,698,fake
7,14,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,36,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
7,13,25,36,6,13,22,30,22,29,39,6,9,18,21,30,30,30,30,30,400,387,362,262,456,443,493,493,343,314,275,469,460,442,421,421,411,401,391,381,fake
7,9,11,16,22,29,38,3,7,14,20,28,34,0,6,9,17,20,27,35,50,41,30,14,214,185,147,344,394,380,380,352,318,518,512,503,403,403,376,341,real
4,11,13,15,27,31,35,37,6,10,21,27,32,2,5,9,14,21,26,31,196,185,172,157,130,99,64,27,221,221,200,173,141,441,436,427,413,392,366,335,real
10,21,30,30,30,30,30,22,26,36,36,36,36,36,36,36,36,36,36,36,200,179,179,169,159,149,139,39,13,0,0,0,0,0,0,0,0,0,0,0,fake
7,10,21,26,31,0,11,18,29,38,3,15,20,27,34,5,14,21,26,36,250,250,229,203,172,372,361,343,314,276,473,458,458,431,397,592,578,557,531,581,real
8,12,24,31,38,4,10,15,26,31,1,9,15,24,34,37,0,8,17,26,192,180,156,125,87,283,283,268,242,211,410,401,386,362,328,291,491,483,683,657,fake
8,19,27,38,6,11,18,29,35,7,11,18,22,25,32,0,8,12,23,29,192,173,146,108,302,291,273,244,209,259,248,230,430,405,373,573,565,553,530,501,real
8,14,21,27,37,6,12,20,24,29,37,5,14,16,23,29,36,2,14,17,192,178,157,130,93,287,275,275,251,222,185,380,366,350,327,298,198,448,434,534,real
8,15,18,25,29,0,11,18,22,30,30,30,30,30,30,30,30,30,30,30,192,177,159,134,105,305,294,276,476,476,466,456,446,436,426,416,406,396,386,376,real
9,13,18,27,34,5,15,27,39,5,12,20,22,30,30,30,30,30,30,30,191,178,160,133,99,294,279,252,213,408,396,396,596,596,586,576,566,556,546,536,real
13,20,27,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,25,37,187,187,160,160,150,140,130,120,110,100,90,80,70,60,50,40,30,130,105,68,fake
7,16,24,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,50,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
5,11,18,25,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,195,184,166,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
11,19,26,34,4,11,21,28,36,6,14,24,32,2,12,21,31,39,5,17,189,170,144,110,306,295,274,246,446,640,626,602,570,870,858,837,806,767,962,1062,fake
6,11,20,29,37,6,11,21,30,30,30,30,30,30,30,30,30,30,30,30,194,183,183,154,117,311,300,279,279,269,259,249,239,229,219,209,199,189,179,169,fake
12,24,35,3,12,22,28,34,39,5,15,26,32,38,7,15,24,30,30,30,188,164,129,326,314,364,336,302,263,458,443,417,385,347,597,582,558,558,548,538,fake
6,11,17,24,26,34,1,6,15,27,34,3,14,20,25,31,1,10,22,27,194,183,233,209,183,149,348,342,327,300,266,463,449,449,424,393,592,592,442,415,real
12,24,34,6,14,23,34,39,11,20,32,5,7,17,28,37,4,10,19,28,188,164,130,324,310,287,253,214,403,403,371,566,416,616,588,551,747,747,728,700,fake
6,16,22,32,3,15,20,22,32,1,9,14,21,27,34,2,14,18,21,31,194,178,78,46,243,228,228,428,396,595,586,572,551,524,490,790,776,758,737,706,fake
5,16,22,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,195,179,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
9,18,28,35,2,7,14,19,29,39,6,14,24,36,0,7,18,29,34,4,191,173,145,110,510,710,696,677,648,609,803,789,765,665,865,915,897,868,834,1030,fake
8,16,24,34,37,3,8,16,29,32,5,13,22,26,33,6,14,21,30,30,192,176,152,118,81,278,270,254,225,193,388,375,275,249,299,493,479,458,458,448,fake
8,11,17,27,34,1,11,17,23,30,30,14,23,32,37,2,12,20,24,35,192,181,381,354,320,519,508,408,385,385,375,361,338,306,269,319,307,307,283,248,real
6,13,22,34,3,13,16,22,32,37,0,6,11,17,23,26,33,1,7,9,194,181,281,247,444,431,415,465,433,396,596,590,579,429,406,380,230,429,329,320,real
8,15,21,30,30,30,18,26,35,3,12,16,22,29,35,38,6,14,24,34,192,177,156,156,146,136,118,92,57,254,242,226,326,297,262,224,418,404,380,346,real
11,22,31,38,5,10,16,22,32,2,11,21,29,0,10,20,27,31,2,4,189,89,58,20,215,215,199,399,367,417,406,385,356,556,556,556,529,498,898,894,fake
11,21,30,30,30,30,30,12,19,26,35,8,20,28,1,7,18,30,22,28,189,168,168,158,148,138,128,116,97,71,36,228,228,200,399,249,231,231,331,303,fake
7,12,23,28,39,8,11,20,26,33,3,12,19,22,28,36,2,4,9,13,400,388,365,337,298,490,479,479,453,653,850,838,819,669,641,841,1241,1237,1228,1215,real
7,20,30,30,30,30,30,30,14,22,27,37,10,19,30,30,30,30,30,22,250,250,250,240,230,220,210,200,186,386,359,322,522,503,503,493,483,473,463,663,fake
6,18,28,37,6,12,20,31,0,9,12,21,31,0,4,16,27,38,5,14,194,176,148,111,305,293,293,262,462,453,441,420,389,589,585,569,542,504,699,685,fake
8,14,25,32,0,8,10,18,25,30,30,30,30,30,30,30,20,26,30,30,192,178,153,121,321,313,313,295,270,270,260,250,240,230,220,210,210,184,184,174,real
6,11,17,21,29,34,39,6,15,25,34,0,10,14,22,27,31,1,11,16,194,183,283,262,233,199,160,354,339,314,280,480,480,466,516,489,458,657,646,630,real
8,18,28,37,4,12,21,28,35,2,12,21,31,39,7,14,23,31,2,8,192,174,146,109,305,293,272,244,209,509,497,476,445,406,806,792,769,738,1038,1030,fake
3,10,18,28,35,4,11,19,31,34,2,8,11,16,22,31,34,2,6,12,197,197,179,151,116,312,301,282,251,217,617,609,598,582,482,451,417,467,461,449,real
9,16,22,30,30,30,30,30,30,30,30,30,30,14,19,29,37,8,17,24,191,175,375,375,365,355,345,335,325,315,305,295,285,271,252,223,186,378,478,454,real
4,9,20,29,37,4,15,25,36,1,9,20,31,3,10,23,31,1,7,13,196,187,187,158,121,317,302,277,377,576,567,567,536,733,733,710,679,878,728,715,fake
11,22,30,30,30,30,30,30,30,30,30,30,14,21,30,30,30,30,16,20,189,389,389,379,369,359,349,339,329,319,309,299,285,264,264,254,244,234,218,218,real
12,18,26,33,3,8,19,27,38,5,11,20,27,38,8,15,26,36,7,18,188,170,144,244,441,433,414,387,349,544,533,533,506,468,660,645,619,519,819,801,fake
10,19,27,34,39,9,16,22,28,35,2,8,16,26,37,5,14,19,28,38,200,181,154,120,81,272,256,356,328,293,593,585,569,543,506,701,687,668,640,602,fake
6,13,17,26,36,1,6,10,14,26,34,0,12,15,19,25,33,1,9,14,194,181,231,205,55,254,248,248,234,208,174,374,362,347,328,303,153,352,343,329,real
3,5,8,13,19,27,33,35,1,8,19,28,35,5,12,21,28,35,6,15,197,192,184,171,152,125,325,290,489,481,462,434,399,594,582,561,533,498,692,677,real
9,15,25,35,3,8,17,24,33,1,7,15,26,35,5,12,24,31,38,11,191,176,151,116,313,305,405,381,281,480,380,365,339,304,499,487,463,432,394,583,fake
7,15,21,30,30,30,30,30,30,30,18,28,39,5,13,22,30,30,30,30,250,235,214,214,204,194,184,174,164,154,136,108,69,264,251,101,101,91,81,71,fake
8,12,19,25,30,30,30,30,30,30,16,21,30,12,16,24,24,24,24,24,192,180,161,136,136,126,116,106,96,86,70,49,49,37,21,0,0,0,0,0,real
5,12,17,26,31,36,3,8,20,28,35,2,11,21,28,38,8,13,22,31,195,183,283,257,226,126,323,315,315,287,252,502,491,470,442,404,596,583,783,752,real
7,16,23,30,30,30,30,30,30,30,18,28,38,6,17,29,37,6,16,27,250,234,211,211,201,191,181,171,161,151,133,105,67,261,111,82,45,239,223,196,fake
7,13,19,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,100,87,68,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
7,20,24,30,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,50,50,26,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
5,14,17,24,29,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,195,181,81,57,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
6,14,22,26,36,0,5,13,17,25,30,30,30,30,30,30,12,15,20,29,194,180,280,254,104,304,299,286,386,361,361,351,341,331,321,311,299,284,284,255,real
6,16,21,30,30,30,30,30,20,31,38,5,15,25,33,6,17,22,31,0,194,178,157,157,147,137,127,117,117,86,48,243,228,203,303,497,597,797,766,966,fake
10,18,26,33,35,3,14,22,31,35,3,10,20,27,30,30,16,21,26,31,200,182,156,56,21,218,204,304,273,238,435,435,435,408,408,398,382,361,335,304,real
13,24,30,30,30,30,22,35,2,9,20,24,32,0,7,15,23,29,34,3,187,163,163,153,143,133,233,198,598,589,589,565,533,733,933,918,895,866,832,1029,fake
5,11,19,23,30,30,30,30,30,30,30,30,30,30,30,22,27,33,2,13,195,184,165,142,142,132,122,112,102,92,82,72,62,52,42,242,215,265,315,302,real
13,24,29,2,12,18,28,37,4,8,18,27,38,8,20,27,36,5,15,22,187,163,134,434,422,404,376,339,535,527,509,482,444,636,636,609,809,1004,989,1089,fake
9,19,31,38,7,14,24,33,5,14,25,36,4,13,23,35,2,14,20,29,191,172,141,103,353,339,315,365,560,546,521,621,817,804,781,746,1146,1132,1132,1103,fake
8,18,26,38,10,19,25,33,38,8,19,28,37,8,14,20,27,35,3,9,192,174,148,110,310,291,266,366,328,520,501,473,436,628,614,614,587,552,749,740,fake
6,11,17,24,26,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,194,183,83,59,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
10,20,24,29,34,1,3,9,15,25,33,3,11,15,19,23,26,28,37,8,200,200,176,147,113,312,309,300,285,260,160,357,346,331,312,289,263,235,198,390,real
12,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,31,37,188,165,165,155,145,135,125,115,105,95,85,75,65,55,45,35,25,225,194,157,fake
6,12,23,33,4,10,17,24,32,39,11,21,31,37,4,9,16,28,35,1,194,182,159,359,555,555,755,731,699,660,849,828,797,760,956,947,931,903,868,1067,fake
8,19,25,30,30,30,30,30,30,30,30,20,31,38,6,15,25,32,1,8,192,173,148,148,138,128,118,108,98,88,78,78,47,9,203,188,163,131,330,322,fake
4,11,17,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,196,185,35,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
9,21,32,1,13,26,31,38,9,19,23,31,1,8,19,23,34,3,11,23,191,170,138,337,324,298,267,229,420,401,378,347,546,538,519,496,462,659,648,625,fake
11,18,23,30,30,30,30,16,20,29,32,35,38,38,38,38,38,38,38,38,189,171,148,148,138,128,118,102,102,73,41,6,0,0,0,0,0,0,0,0,real
7,13,19,28,34,3,11,18,22,32,1,7,12,21,27,36,6,13,22,25,250,237,218,190,156,353,342,324,174,142,341,541,529,508,481,531,725,712,612,587,real
7,19,29,38,10,21,29,39,11,20,32,1,9,19,26,30,30,30,30,30,250,231,202,164,364,343,314,275,464,464,432,631,622,603,577,577,567,557,547,537,fake
12,19,25,31,36,1,12,20,28,37,0,4,13,20,29,1,7,9,17,22,188,169,144,113,213,412,400,400,372,335,535,531,518,518,489,688,888,879,979,829,real
6,13,22,25,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,194,181,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
5,12,22,33,0,9,11,20,28,36,4,8,18,31,39,7,16,27,36,6,195,183,283,383,583,574,563,563,535,735,931,923,905,874,835,1235,1219,1192,1392,1586,fake
4,16,27,35,1,8,17,20,28,39,3,11,21,25,31,37,4,10,17,25,196,180,153,118,317,309,409,409,381,342,539,528,507,482,451,414,610,610,510,485,real
7,15,24,28,37,0,2,9,18,29,0,8,15,20,29,34,38,5,10,16,400,385,361,333,296,496,546,537,519,490,690,682,667,667,638,604,566,761,761,745,real
13,22,29,37,7,10,19,25,34,0,6,10,18,25,34,1,8,20,29,32,187,287,258,221,471,471,452,427,393,593,587,587,569,544,510,709,701,701,672,640,fake
5,14,24,31,1,6,8,13,17,25,32,37,3,14,17,24,31,1,6,10,195,181,157,126,325,319,311,298,198,173,141,104,301,287,137,113,82,281,275,275,real
7,14,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,36,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
7,14,20,26,30,16,23,29,37,1,7,13,21,31,37,2,8,19,27,35,300,286,286,260,260,244,221,192,155,354,404,391,370,339,302,352,344,325,298,263,real
11,17,23,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,189,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
2,5,14,24,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,45,31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
8,16,25,30,30,30,30,30,14,22,29,35,2,11,16,22,33,37,5,11,192,176,151,151,141,131,121,111,97,197,168,133,383,372,356,406,606,569,764,753,real
11,18,25,35,6,15,26,28,37,6,13,22,30,18,25,35,2,8,12,20,189,171,146,111,305,290,264,236,199,393,380,230,230,212,187,152,552,544,532,532,fake
10,20,25,37,7,15,26,35,1,12,21,28,38,8,17,24,32,2,7,15,200,200,175,138,438,423,397,362,561,549,528,500,462,654,754,730,698,1098,948,933,fake
6,18,30,30,30,22,31,0,10,14,24,29,36,8,10,16,25,28,38,8,194,176,176,166,156,256,225,425,425,411,387,358,408,600,600,584,559,531,493,685,fake
11,14,21,26,32,38,6,19,29,37,7,18,23,25,35,6,11,19,28,37,189,175,154,128,96,58,252,233,204,167,417,399,376,351,316,510,499,480,452,415,fake
6,14,25,33,38,8,13,21,28,37,8,13,23,35,4,14,17,22,26,34,194,180,155,205,167,359,346,325,297,260,452,439,416,381,577,563,763,863,837,803,fake
10,23,29,33,39,7,15,27,37,7,19,28,38,10,16,24,31,33,6,16,200,177,148,198,159,559,544,517,480,580,561,533,495,695,679,655,624,524,718,702,fake
11,17,26,37,8,16,23,28,38,8,17,27,34,6,13,20,31,37,3,11,189,289,263,226,418,402,379,351,313,505,355,328,294,488,475,475,444,407,604,593,fake
9,12,22,29,38,3,10,19,25,35,7,16,22,27,38,2,9,16,27,34,191,179,379,350,312,509,509,490,465,430,480,464,314,287,249,299,290,274,247,213,fake
8,20,31,1,10,19,28,35,3,8,20,31,2,12,22,32,5,15,25,28,192,192,161,360,360,341,313,278,475,467,467,436,736,724,574,542,737,722,697,669,fake
3,7,12,14,23,32,38,38,38,38,38,38,38,38,38,38,38,38,38,38,197,97,85,71,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fake
9,16,22,28,0,7,14,18,29,37,6,10,17,27,36,7,14,16,22,28,191,175,75,47,247,347,333,315,286,249,443,443,493,466,566,616,602,586,786,758,real
7,13,20,28,0,11,21,31,0,11,20,26,34,4,8,15,23,33,2,8,400,387,387,359,559,548,527,496,696,685,685,659,625,821,813,798,775,875,1175,1167,fake
8,18,26,39,8,13,23,28,37,39,9,16,19,27,36,3,9,14,25,33,192,174,148,109,301,288,265,237,200,161,352,336,317,290,490,687,678,664,639,689,fake
3,13,21,25,32,0,7,13,17,25,30,30,30,30,30,30,30,12,14,20,197,184,163,138,106,306,156,143,193,168,168,158,148,138,128,118,108,96,82,82,real
4,8,10,19,25,35,1,7,19,24,29,34,5,9,17,25,35,1,8,16,196,188,188,169,144,109,308,508,489,465,436,402,597,588,788,763,728,927,919,903,fake
12,17,24,33,0,11,18,26,32,37,6,12,22,32,39,7,20,29,39,3,188,38,14,214,414,403,385,359,327,290,484,472,672,640,601,901,901,872,833,1030,fake
4,11,15,26,34,5,13,19,25,34,2,11,20,31,37,6,13,17,23,35,196,185,170,144,110,305,292,273,248,214,314,303,303,272,235,429,416,616,593,558,real
9,20,29,0,5,13,20,30,30,30,22,32,2,10,19,30,30,20,29,39,191,191,162,362,357,344,344,344,334,324,524,492,892,892,873,873,863,863,834,795,fake
7,16,24,29,37,8,11,16,25,35,6,16,23,32,0,10,14,21,29,0,250,234,210,181,144,336,325,309,284,249,443,427,404,372,572,572,558,537,508,708,fake
4,13,23,33,4,15,23,33,2,12,22,28,35,1,9,14,24,33,1,12,196,183,160,360,556,541,518,618,918,906,1106,1078,1043,1242,1233,1219,1195,1045,1244,1232,fake
10,21,29,36,4,12,20,27,33,2,8,12,21,28,33,1,9,22,31,35,200,179,150,250,446,434,434,407,457,557,549,537,516,488,588,787,778,628,597,562,fake
3,11,17,24,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,197,186,36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,real
